ID,Sales
T1188456,45387.31701208244
T1188457,45387.31701208244
T1188458,45387.31701208244
T1188459,45387.31701208244
T1188460,45387.31701208244
T1188461,45387.31701208244
T1188462,45387.31701208244
T1188463,69926.96953363004
T1188464,69926.96953363004
T1188465,69926.96953363004
T1188466,69926.96953363004
T1188467,69926.96953363004
T1188468,69926.96953363004
T1188469,69926.96953363004
T1188470,69926.96953363004
T1188471,69926.96953363004
T1188472,69926.96953363004
T1188473,69926.96953363004
T1188474,69926.96953363004
T1188475,69926.96953363004
T1188476,69926.96953363004
T1188477,69926.96953363004
T1188478,69926.96953363004
T1188479,69926.96953363004
T1188480,69926.96953363004
T1188481,69926.96953363004
T1188482,69926.96953363004
T1188483,69926.96953363004
T1188484,69926.96953363004
T1188485,69926.96953363004
T1188486,69926.96953363004
T1188487,69926.96953363004
T1188488,69926.96953363004
T1188489,69926.96953363004
T1188490,69926.96953363004
T1188491,69926.96953363004
T1188492,69926.96953363004
T1188493,69926.96953363004
T1188494,69926.96953363004
T1188495,69926.96953363004
T1188496,69926.96953363004
T1188497,69926.96953363004
T1188498,69926.96953363004
T1188499,69926.96953363004
T1188500,69926.96953363004
T1188501,69926.96953363004
T1188502,69926.96953363004
T1188503,69926.96953363004
T1188504,69926.96953363004
T1188505,69926.96953363004
T1188506,69926.96953363004
T1188507,69926.96953363004
T1188508,69926.96953363004
T1188509,69926.96953363004
T1188510,69926.96953363004
T1188511,69926.96953363004
T1188512,69926.96953363004
T1188513,69926.96953363004
T1188514,69926.96953363004
T1188515,69926.96953363004
T1188516,69926.96953363004
T1188517,69926.96953363004
T1188518,69926.96953363004
T1188519,69926.96953363004
T1188520,69926.96953363004
T1188521,69926.96953363004
T1188522,69926.96953363004
T1188523,69926.96953363004
T1188524,38167.74742156845
T1188525,38167.74742156845
T1188526,38167.74742156845
T1188527,38167.74742156845
T1188528,38167.74742156845
T1188529,38167.74742156845
T1188530,38167.74742156845
T1188531,38167.74742156845
T1188532,38167.74742156845
T1188533,38167.74742156845
T1188534,38167.74742156845
T1188535,38167.74742156845
T1188536,38167.74742156845
T1188537,38167.74742156845
T1188538,38167.74742156845
T1188539,38167.74742156845
T1188540,38167.74742156845
T1188541,38167.74742156845
T1188542,38167.74742156845
T1188543,38167.74742156845
T1188544,38167.74742156845
T1188545,38167.74742156845
T1188546,38167.74742156845
T1188547,38167.74742156845
T1188548,38167.74742156845
T1188549,38167.74742156845
T1188550,38167.74742156845
T1188551,38167.74742156845
T1188552,38167.74742156845
T1188553,38167.74742156845
T1188554,38167.74742156845
T1188555,38167.74742156845
T1188556,38167.74742156845
T1188557,38167.74742156845
T1188558,38167.74742156845
T1188559,38167.74742156845
T1188560,38167.74742156845
T1188561,38167.74742156845
T1188562,38167.74742156845
T1188563,38167.74742156845
T1188564,38167.74742156845
T1188565,38167.74742156845
T1188566,38167.74742156845
T1188567,38167.74742156845
T1188568,38167.74742156845
T1188569,38167.74742156845
T1188570,38167.74742156845
T1188571,38167.74742156845
T1188572,38167.74742156845
T1188573,38167.74742156845
T1188574,38167.74742156845
T1188575,38167.74742156845
T1188576,38167.74742156845
T1188577,38167.74742156845
T1188578,38167.74742156845
T1188579,38167.74742156845
T1188580,38167.74742156845
T1188581,38167.74742156845
T1188582,38167.74742156845
T1188583,38167.74742156845
T1188584,38167.74742156845
T1188585,44107.15301800631
T1188586,44107.15301800631
T1188587,44107.15301800631
T1188588,44107.15301800631
T1188589,44107.15301800631
T1188590,44107.15301800631
T1188591,44107.15301800631
T1188592,44107.15301800631
T1188593,44107.15301800631
T1188594,44107.15301800631
T1188595,44107.15301800631
T1188596,44107.15301800631
T1188597,44107.15301800631
T1188598,44107.15301800631
T1188599,44107.15301800631
T1188600,44107.15301800631
T1188601,44107.15301800631
T1188602,44107.15301800631
T1188603,44107.15301800631
T1188604,44107.15301800631
T1188605,44107.15301800631
T1188606,44107.15301800631
T1188607,44107.15301800631
T1188608,44107.15301800631
T1188609,44107.15301800631
T1188610,44107.15301800631
T1188611,44107.15301800631
T1188612,44107.15301800631
T1188613,44107.15301800631
T1188614,44107.15301800631
T1188615,44107.15301800631
T1188616,44107.15301800631
T1188617,44107.15301800631
T1188618,44107.15301800631
T1188619,44107.15301800631
T1188620,44107.15301800631
T1188621,44107.15301800631
T1188622,44107.15301800631
T1188623,44107.15301800631
T1188624,44107.15301800631
T1188625,44107.15301800631
T1188626,44107.15301800631
T1188627,44107.15301800631
T1188628,44107.15301800631
T1188629,44107.15301800631
T1188630,44107.15301800631
T1188631,44107.15301800631
T1188632,44107.15301800631
T1188633,44107.15301800631
T1188634,44107.15301800631
T1188635,44107.15301800631
T1188636,44107.15301800631
T1188637,44107.15301800631
T1188638,44107.15301800631
T1188639,44107.15301800631
T1188640,44107.15301800631
T1188641,44107.15301800631
T1188642,44107.15301800631
T1188643,44107.15301800631
T1188644,44107.15301800631
T1188645,44107.15301800631
T1188646,50994.178216921224
T1188647,50994.178216921224
T1188648,50994.178216921224
T1188649,50994.178216921224
T1188650,50994.178216921224
T1188651,50994.178216921224
T1188652,50994.178216921224
T1188653,50994.178216921224
T1188654,50994.178216921224
T1188655,50994.178216921224
T1188656,50994.178216921224
T1188657,50994.178216921224
T1188658,50994.178216921224
T1188659,50994.178216921224
T1188660,50994.178216921224
T1188661,50994.178216921224
T1188662,50994.178216921224
T1188663,50994.178216921224
T1188664,50994.178216921224
T1188665,50994.178216921224
T1188666,50994.178216921224
T1188667,50994.178216921224
T1188668,50994.178216921224
T1188669,50994.178216921224
T1188670,50994.178216921224
T1188671,50994.178216921224
T1188672,50994.178216921224
T1188673,50994.178216921224
T1188674,50994.178216921224
T1188675,50994.178216921224
T1188676,50994.178216921224
T1188677,50994.178216921224
T1188678,50994.178216921224
T1188679,50994.178216921224
T1188680,50994.178216921224
T1188681,50994.178216921224
T1188682,50994.178216921224
T1188683,50994.178216921224
T1188684,50994.178216921224
T1188685,50994.178216921224
T1188686,50994.178216921224
T1188687,50994.178216921224
T1188688,50994.178216921224
T1188689,50994.178216921224
T1188690,50994.178216921224
T1188691,50994.178216921224
T1188692,50994.178216921224
T1188693,50994.178216921224
T1188694,50994.178216921224
T1188695,50994.178216921224
T1188696,50994.178216921224
T1188697,50994.178216921224
T1188698,50994.178216921224
T1188699,50994.178216921224
T1188700,50994.178216921224
T1188701,50994.178216921224
T1188702,50994.178216921224
T1188703,50994.178216921224
T1188704,50994.178216921224
T1188705,50994.178216921224
T1188706,50994.178216921224
T1188707,50272.63439849657
T1188708,50272.63439849657
T1188709,50272.63439849657
T1188710,50272.63439849657
T1188711,50272.63439849657
T1188712,50272.63439849657
T1188713,50272.63439849657
T1188714,50272.63439849657
T1188715,50272.63439849657
T1188716,50272.63439849657
T1188717,50272.63439849657
T1188718,50272.63439849657
T1188719,50272.63439849657
T1188720,50272.63439849657
T1188721,50272.63439849657
T1188722,50272.63439849657
T1188723,50272.63439849657
T1188724,50272.63439849657
T1188725,50272.63439849657
T1188726,50272.63439849657
T1188727,50272.63439849657
T1188728,50272.63439849657
T1188729,50272.63439849657
T1188730,50272.63439849657
T1188731,50272.63439849657
T1188732,50272.63439849657
T1188733,50272.63439849657
T1188734,50272.63439849657
T1188735,50272.63439849657
T1188736,50272.63439849657
T1188737,50272.63439849657
T1188738,50272.63439849657
T1188739,50272.63439849657
T1188740,50272.63439849657
T1188741,50272.63439849657
T1188742,50272.63439849657
T1188743,50272.63439849657
T1188744,50272.63439849657
T1188745,50272.63439849657
T1188746,50272.63439849657
T1188747,50272.63439849657
T1188748,50272.63439849657
T1188749,50272.63439849657
T1188750,50272.63439849657
T1188751,50272.63439849657
T1188752,50272.63439849657
T1188753,50272.63439849657
T1188754,50272.63439849657
T1188755,50272.63439849657
T1188756,50272.63439849657
T1188757,50272.63439849657
T1188758,50272.63439849657
T1188759,50272.63439849657
T1188760,50272.63439849657
T1188761,50272.63439849657
T1188762,50272.63439849657
T1188763,50272.63439849657
T1188764,50272.63439849657
T1188765,50272.63439849657
T1188766,50272.63439849657
T1188767,50272.63439849657
T1188768,52852.14371101714
T1188769,52852.14371101714
T1188770,52852.14371101714
T1188771,52852.14371101714
T1188772,52852.14371101714
T1188773,52852.14371101714
T1188774,52852.14371101714
T1188775,52852.14371101714
T1188776,52852.14371101714
T1188777,52852.14371101714
T1188778,52852.14371101714
T1188779,52852.14371101714
T1188780,52852.14371101714
T1188781,52852.14371101714
T1188782,52852.14371101714
T1188783,52852.14371101714
T1188784,52852.14371101714
T1188785,52852.14371101714
T1188786,52852.14371101714
T1188787,52852.14371101714
T1188788,52852.14371101714
T1188789,52852.14371101714
T1188790,52852.14371101714
T1188791,52852.14371101714
T1188792,52852.14371101714
T1188793,52852.14371101714
T1188794,52852.14371101714
T1188795,52852.14371101714
T1188796,52852.14371101714
T1188797,52852.14371101714
T1188798,52852.14371101714
T1188799,52852.14371101714
T1188800,52852.14371101714
T1188801,52852.14371101714
T1188802,52852.14371101714
T1188803,52852.14371101714
T1188804,52852.14371101714
T1188805,52852.14371101714
T1188806,52852.14371101714
T1188807,52852.14371101714
T1188808,52852.14371101714
T1188809,52852.14371101714
T1188810,52852.14371101714
T1188811,52852.14371101714
T1188812,52852.14371101714
T1188813,52852.14371101714
T1188814,52852.14371101714
T1188815,52852.14371101714
T1188816,52852.14371101714
T1188817,52852.14371101714
T1188818,52852.14371101714
T1188819,52852.14371101714
T1188820,52852.14371101714
T1188821,52852.14371101714
T1188822,52852.14371101714
T1188823,52852.14371101714
T1188824,52852.14371101714
T1188825,52852.14371101714
T1188826,52852.14371101714
T1188827,52852.14371101714
T1188828,52852.14371101714
T1188829,27718.688660774613
T1188830,27718.688660774613
T1188831,27718.688660774613
T1188832,27718.688660774613
T1188833,27718.688660774613
T1188834,27718.688660774613
T1188835,27718.688660774613
T1188836,27718.688660774613
T1188837,27718.688660774613
T1188838,27718.688660774613
T1188839,27718.688660774613
T1188840,27718.688660774613
T1188841,27718.688660774613
T1188842,27718.688660774613
T1188843,27718.688660774613
T1188844,27718.688660774613
T1188845,27718.688660774613
T1188846,27718.688660774613
T1188847,27718.688660774613
T1188848,27718.688660774613
T1188849,27718.688660774613
T1188850,27718.688660774613
T1188851,27718.688660774613
T1188852,27718.688660774613
T1188853,27718.688660774613
T1188854,27718.688660774613
T1188855,27718.688660774613
T1188856,27718.688660774613
T1188857,27718.688660774613
T1188858,27718.688660774613
T1188859,27718.688660774613
T1188860,27718.688660774613
T1188861,27718.688660774613
T1188862,27718.688660774613
T1188863,27718.688660774613
T1188864,27718.688660774613
T1188865,27718.688660774613
T1188866,27718.688660774613
T1188867,27718.688660774613
T1188868,27718.688660774613
T1188869,27718.688660774613
T1188870,27718.688660774613
T1188871,27718.688660774613
T1188872,27718.688660774613
T1188873,27718.688660774613
T1188874,27718.688660774613
T1188875,27718.688660774613
T1188876,27718.688660774613
T1188877,27718.688660774613
T1188878,27718.688660774613
T1188879,27718.688660774613
T1188880,27718.688660774613
T1188881,27718.688660774613
T1188882,27718.688660774613
T1188883,27718.688660774613
T1188884,27718.688660774613
T1188885,27718.688660774613
T1188886,27718.688660774613
T1188887,27718.688660774613
T1188888,27718.688660774613
T1188889,27718.688660774613
T1188890,55181.64850719056
T1188891,55181.64850719056
T1188892,55181.64850719056
T1188893,55181.64850719056
T1188894,55181.64850719056
T1188895,55181.64850719056
T1188896,55181.64850719056
T1188897,55181.64850719056
T1188898,55181.64850719056
T1188899,55181.64850719056
T1188900,55181.64850719056
T1188901,55181.64850719056
T1188902,55181.64850719056
T1188903,55181.64850719056
T1188904,55181.64850719056
T1188905,55181.64850719056
T1188906,55181.64850719056
T1188907,55181.64850719056
T1188908,55181.64850719056
T1188909,55181.64850719056
T1188910,55181.64850719056
T1188911,55181.64850719056
T1188912,55181.64850719056
T1188913,55181.64850719056
T1188914,55181.64850719056
T1188915,55181.64850719056
T1188916,55181.64850719056
T1188917,55181.64850719056
T1188918,55181.64850719056
T1188919,55181.64850719056
T1188920,55181.64850719056
T1188921,55181.64850719056
T1188922,55181.64850719056
T1188923,55181.64850719056
T1188924,55181.64850719056
T1188925,55181.64850719056
T1188926,55181.64850719056
T1188927,55181.64850719056
T1188928,55181.64850719056
T1188929,55181.64850719056
T1188930,55181.64850719056
T1188931,55181.64850719056
T1188932,55181.64850719056
T1188933,55181.64850719056
T1188934,55181.64850719056
T1188935,55181.64850719056
T1188936,55181.64850719056
T1188937,55181.64850719056
T1188938,55181.64850719056
T1188939,55181.64850719056
T1188940,55181.64850719056
T1188941,55181.64850719056
T1188942,55181.64850719056
T1188943,55181.64850719056
T1188944,55181.64850719056
T1188945,55181.64850719056
T1188946,55181.64850719056
T1188947,55181.64850719056
T1188948,55181.64850719056
T1188949,55181.64850719056
T1188950,55181.64850719056
T1188951,61666.73206495891
T1188952,61666.73206495891
T1188953,61666.73206495891
T1188954,61666.73206495891
T1188955,61666.73206495891
T1188956,61666.73206495891
T1188957,61666.73206495891
T1188958,61666.73206495891
T1188959,61666.73206495891
T1188960,61666.73206495891
T1188961,61666.73206495891
T1188962,61666.73206495891
T1188963,61666.73206495891
T1188964,61666.73206495891
T1188965,61666.73206495891
T1188966,61666.73206495891
T1188967,61666.73206495891
T1188968,61666.73206495891
T1188969,61666.73206495891
T1188970,61666.73206495891
T1188971,61666.73206495891
T1188972,61666.73206495891
T1188973,61666.73206495891
T1188974,61666.73206495891
T1188975,61666.73206495891
T1188976,61666.73206495891
T1188977,61666.73206495891
T1188978,61666.73206495891
T1188979,61666.73206495891
T1188980,61666.73206495891
T1188981,61666.73206495891
T1188982,61666.73206495891
T1188983,61666.73206495891
T1188984,61666.73206495891
T1188985,61666.73206495891
T1188986,61666.73206495891
T1188987,61666.73206495891
T1188988,61666.73206495891
T1188989,61666.73206495891
T1188990,61666.73206495891
T1188991,61666.73206495891
T1188992,61666.73206495891
T1188993,61666.73206495891
T1188994,61666.73206495891
T1188995,61666.73206495891
T1188996,61666.73206495891
T1188997,61666.73206495891
T1188998,61666.73206495891
T1188999,61666.73206495891
T1189000,61666.73206495891
T1189001,61666.73206495891
T1189002,61666.73206495891
T1189003,61666.73206495891
T1189004,61666.73206495891
T1189005,61666.73206495891
T1189006,61666.73206495891
T1189007,61666.73206495891
T1189008,61666.73206495891
T1189009,61666.73206495891
T1189010,61666.73206495891
T1189011,61666.73206495891
T1189012,38424.64536197994
T1189013,38424.64536197994
T1189014,38424.64536197994
T1189015,38424.64536197994
T1189016,38424.64536197994
T1189017,38424.64536197994
T1189018,38424.64536197994
T1189019,38424.64536197994
T1189020,38424.64536197994
T1189021,38424.64536197994
T1189022,38424.64536197994
T1189023,38424.64536197994
T1189024,38424.64536197994
T1189025,38424.64536197994
T1189026,38424.64536197994
T1189027,38424.64536197994
T1189028,38424.64536197994
T1189029,38424.64536197994
T1189030,38424.64536197994
T1189031,38424.64536197994
T1189032,38424.64536197994
T1189033,38424.64536197994
T1189034,38424.64536197994
T1189035,38424.64536197994
T1189036,38424.64536197994
T1189037,38424.64536197994
T1189038,38424.64536197994
T1189039,38424.64536197994
T1189040,38424.64536197994
T1189041,38424.64536197994
T1189042,38424.64536197994
T1189043,38424.64536197994
T1189044,38424.64536197994
T1189045,38424.64536197994
T1189046,38424.64536197994
T1189047,38424.64536197994
T1189048,38424.64536197994
T1189049,38424.64536197994
T1189050,38424.64536197994
T1189051,38424.64536197994
T1189052,38424.64536197994
T1189053,38424.64536197994
T1189054,38424.64536197994
T1189055,38424.64536197994
T1189056,38424.64536197994
T1189057,38424.64536197994
T1189058,38424.64536197994
T1189059,38424.64536197994
T1189060,38424.64536197994
T1189061,38424.64536197994
T1189062,38424.64536197994
T1189063,38424.64536197994
T1189064,38424.64536197994
T1189065,38424.64536197994
T1189066,38424.64536197994
T1189067,38424.64536197994
T1189068,38424.64536197994
T1189069,38424.64536197994
T1189070,38424.64536197994
T1189071,38424.64536197994
T1189072,38424.64536197994
T1189073,39825.405494779145
T1189074,39825.405494779145
T1189075,39825.405494779145
T1189076,39825.405494779145
T1189077,39825.405494779145
T1189078,39825.405494779145
T1189079,39825.405494779145
T1189080,39825.405494779145
T1189081,39825.405494779145
T1189082,39825.405494779145
T1189083,39825.405494779145
T1189084,39825.405494779145
T1189085,39825.405494779145
T1189086,39825.405494779145
T1189087,39825.405494779145
T1189088,39825.405494779145
T1189089,39825.405494779145
T1189090,39825.405494779145
T1189091,39825.405494779145
T1189092,39825.405494779145
T1189093,39825.405494779145
T1189094,39825.405494779145
T1189095,39825.405494779145
T1189096,39825.405494779145
T1189097,39825.405494779145
T1189098,39825.405494779145
T1189099,39825.405494779145
T1189100,39825.405494779145
T1189101,39825.405494779145
T1189102,39825.405494779145
T1189103,39825.405494779145
T1189104,39825.405494779145
T1189105,39825.405494779145
T1189106,39825.405494779145
T1189107,39825.405494779145
T1189108,39825.405494779145
T1189109,39825.405494779145
T1189110,39825.405494779145
T1189111,39825.405494779145
T1189112,39825.405494779145
T1189113,39825.405494779145
T1189114,39825.405494779145
T1189115,39825.405494779145
T1189116,39825.405494779145
T1189117,39825.405494779145
T1189118,39825.405494779145
T1189119,39825.405494779145
T1189120,39825.405494779145
T1189121,39825.405494779145
T1189122,39825.405494779145
T1189123,39825.405494779145
T1189124,39825.405494779145
T1189125,39825.405494779145
T1189126,39825.405494779145
T1189127,39825.405494779145
T1189128,39825.405494779145
T1189129,39825.405494779145
T1189130,39825.405494779145
T1189131,39825.405494779145
T1189132,39825.405494779145
T1189133,39825.405494779145
T1189134,51209.11426648419
T1189135,51209.11426648419
T1189136,51209.11426648419
T1189137,51209.11426648419
T1189138,51209.11426648419
T1189139,51209.11426648419
T1189140,51209.11426648419
T1189141,51209.11426648419
T1189142,51209.11426648419
T1189143,51209.11426648419
T1189144,51209.11426648419
T1189145,51209.11426648419
T1189146,51209.11426648419
T1189147,51209.11426648419
T1189148,51209.11426648419
T1189149,51209.11426648419
T1189150,51209.11426648419
T1189151,51209.11426648419
T1189152,51209.11426648419
T1189153,51209.11426648419
T1189154,51209.11426648419
T1189155,51209.11426648419
T1189156,51209.11426648419
T1189157,51209.11426648419
T1189158,51209.11426648419
T1189159,51209.11426648419
T1189160,51209.11426648419
T1189161,51209.11426648419
T1189162,51209.11426648419
T1189163,51209.11426648419
T1189164,51209.11426648419
T1189165,51209.11426648419
T1189166,51209.11426648419
T1189167,51209.11426648419
T1189168,51209.11426648419
T1189169,51209.11426648419
T1189170,51209.11426648419
T1189171,51209.11426648419
T1189172,51209.11426648419
T1189173,51209.11426648419
T1189174,51209.11426648419
T1189175,51209.11426648419
T1189176,51209.11426648419
T1189177,51209.11426648419
T1189178,51209.11426648419
T1189179,51209.11426648419
T1189180,51209.11426648419
T1189181,51209.11426648419
T1189182,51209.11426648419
T1189183,51209.11426648419
T1189184,51209.11426648419
T1189185,51209.11426648419
T1189186,51209.11426648419
T1189187,51209.11426648419
T1189188,51209.11426648419
T1189189,51209.11426648419
T1189190,51209.11426648419
T1189191,51209.11426648419
T1189192,51209.11426648419
T1189193,51209.11426648419
T1189194,51209.11426648419
T1189195,68514.06215175378
T1189196,68514.06215175378
T1189197,68514.06215175378
T1189198,68514.06215175378
T1189199,68514.06215175378
T1189200,68514.06215175378
T1189201,68514.06215175378
T1189202,68514.06215175378
T1189203,68514.06215175378
T1189204,68514.06215175378
T1189205,68514.06215175378
T1189206,68514.06215175378
T1189207,68514.06215175378
T1189208,68514.06215175378
T1189209,68514.06215175378
T1189210,68514.06215175378
T1189211,68514.06215175378
T1189212,68514.06215175378
T1189213,68514.06215175378
T1189214,68514.06215175378
T1189215,68514.06215175378
T1189216,68514.06215175378
T1189217,68514.06215175378
T1189218,68514.06215175378
T1189219,68514.06215175378
T1189220,68514.06215175378
T1189221,68514.06215175378
T1189222,68514.06215175378
T1189223,68514.06215175378
T1189224,68514.06215175378
T1189225,68514.06215175378
T1189226,68514.06215175378
T1189227,68514.06215175378
T1189228,68514.06215175378
T1189229,68514.06215175378
T1189230,68514.06215175378
T1189231,68514.06215175378
T1189232,68514.06215175378
T1189233,68514.06215175378
T1189234,68514.06215175378
T1189235,68514.06215175378
T1189236,68514.06215175378
T1189237,68514.06215175378
T1189238,68514.06215175378
T1189239,68514.06215175378
T1189240,68514.06215175378
T1189241,68514.06215175378
T1189242,68514.06215175378
T1189243,68514.06215175378
T1189244,68514.06215175378
T1189245,68514.06215175378
T1189246,68514.06215175378
T1189247,68514.06215175378
T1189248,68514.06215175378
T1189249,68514.06215175378
T1189250,68514.06215175378
T1189251,68514.06215175378
T1189252,68514.06215175378
T1189253,68514.06215175378
T1189254,68514.06215175378
T1189255,68514.06215175378
T1189256,34466.95330961025
T1189257,34466.95330961025
T1189258,34466.95330961025
T1189259,34466.95330961025
T1189260,34466.95330961025
T1189261,34466.95330961025
T1189262,34466.95330961025
T1189263,34466.95330961025
T1189264,34466.95330961025
T1189265,34466.95330961025
T1189266,34466.95330961025
T1189267,34466.95330961025
T1189268,34466.95330961025
T1189269,34466.95330961025
T1189270,34466.95330961025
T1189271,34466.95330961025
T1189272,34466.95330961025
T1189273,34466.95330961025
T1189274,34466.95330961025
T1189275,34466.95330961025
T1189276,34466.95330961025
T1189277,34466.95330961025
T1189278,34466.95330961025
T1189279,34466.95330961025
T1189280,34466.95330961025
T1189281,34466.95330961025
T1189282,34466.95330961025
T1189283,34466.95330961025
T1189284,34466.95330961025
T1189285,34466.95330961025
T1189286,34466.95330961025
T1189287,34466.95330961025
T1189288,34466.95330961025
T1189289,34466.95330961025
T1189290,34466.95330961025
T1189291,34466.95330961025
T1189292,34466.95330961025
T1189293,34466.95330961025
T1189294,34466.95330961025
T1189295,34466.95330961025
T1189296,34466.95330961025
T1189297,34466.95330961025
T1189298,34466.95330961025
T1189299,34466.95330961025
T1189300,34466.95330961025
T1189301,34466.95330961025
T1189302,34466.95330961025
T1189303,34466.95330961025
T1189304,34466.95330961025
T1189305,34466.95330961025
T1189306,34466.95330961025
T1189307,34466.95330961025
T1189308,34466.95330961025
T1189309,34466.95330961025
T1189310,34466.95330961025
T1189311,34466.95330961025
T1189312,34466.95330961025
T1189313,34466.95330961025
T1189314,34466.95330961025
T1189315,34466.95330961025
T1189316,34466.95330961025
T1189317,39430.795236807404
T1189318,39430.795236807404
T1189319,39430.795236807404
T1189320,39430.795236807404
T1189321,39430.795236807404
T1189322,39430.795236807404
T1189323,39430.795236807404
T1189324,39430.795236807404
T1189325,39430.795236807404
T1189326,39430.795236807404
T1189327,39430.795236807404
T1189328,39430.795236807404
T1189329,39430.795236807404
T1189330,39430.795236807404
T1189331,39430.795236807404
T1189332,39430.795236807404
T1189333,39430.795236807404
T1189334,39430.795236807404
T1189335,39430.795236807404
T1189336,39430.795236807404
T1189337,39430.795236807404
T1189338,39430.795236807404
T1189339,39430.795236807404
T1189340,39430.795236807404
T1189341,39430.795236807404
T1189342,39430.795236807404
T1189343,39430.795236807404
T1189344,39430.795236807404
T1189345,39430.795236807404
T1189346,39430.795236807404
T1189347,39430.795236807404
T1189348,39430.795236807404
T1189349,39430.795236807404
T1189350,39430.795236807404
T1189351,39430.795236807404
T1189352,39430.795236807404
T1189353,39430.795236807404
T1189354,39430.795236807404
T1189355,39430.795236807404
T1189356,39430.795236807404
T1189357,39430.795236807404
T1189358,39430.795236807404
T1189359,39430.795236807404
T1189360,39430.795236807404
T1189361,39430.795236807404
T1189362,39430.795236807404
T1189363,39430.795236807404
T1189364,39430.795236807404
T1189365,39430.795236807404
T1189366,39430.795236807404
T1189367,39430.795236807404
T1189368,39430.795236807404
T1189369,39430.795236807404
T1189370,39430.795236807404
T1189371,39430.795236807404
T1189372,39430.795236807404
T1189373,39430.795236807404
T1189374,39430.795236807404
T1189375,39430.795236807404
T1189376,39430.795236807404
T1189377,39430.795236807404
T1189378,53874.11643056644
T1189379,53874.11643056644
T1189380,53874.11643056644
T1189381,53874.11643056644
T1189382,53874.11643056644
T1189383,53874.11643056644
T1189384,53874.11643056644
T1189385,53874.11643056644
T1189386,53874.11643056644
T1189387,53874.11643056644
T1189388,53874.11643056644
T1189389,53874.11643056644
T1189390,53874.11643056644
T1189391,53874.11643056644
T1189392,53874.11643056644
T1189393,53874.11643056644
T1189394,53874.11643056644
T1189395,53874.11643056644
T1189396,53874.11643056644
T1189397,53874.11643056644
T1189398,53874.11643056644
T1189399,53874.11643056644
T1189400,53874.11643056644
T1189401,53874.11643056644
T1189402,53874.11643056644
T1189403,53874.11643056644
T1189404,53874.11643056644
T1189405,53874.11643056644
T1189406,53874.11643056644
T1189407,53874.11643056644
T1189408,53874.11643056644
T1189409,53874.11643056644
T1189410,53874.11643056644
T1189411,53874.11643056644
T1189412,53874.11643056644
T1189413,53874.11643056644
T1189414,53874.11643056644
T1189415,53874.11643056644
